protein1	protein2	locs1	locs2	sizes	category
P08134	Q56UN5	Cell membrane,Membrane	none	2|1	oneMulti
Q9UJX5	Q9UJX6	Nucleus	none	1|1	bothSingle
Q15388	Q5MNZ6	Membrane,Mitochondrion,Mitochondrion outer membrane	Lysosome	3|1	oneMulti
Q86XE0	Q9UNH7	none	Cytoplasm,Cytoplasmic vesicle,Endosome,Membrane,Nucleus	1|5	oneMulti
O96020	Q00526	Nucleus	none	1|1	bothSingle
Q86UN2	Q8IUK8	Cell membrane,Cell projection,Membrane	Secreted	3|1	oneMulti
Q13472	Q9UBK2	Mitochondrion	Cytoplasm,Nucleus	1|2	oneMulti
P61981	Q9NWS0	Cytoplasm	Nucleus	1|1	bothSingle
P62256	Q5T0T0	none	Cytoplasmic vesicle,Endoplasmic reticulum,Endosome,Golgi apparatus,Lysosome,Membrane	1|6	oneMulti
P01133	P04004	Membrane	Secreted	1|1	bothSingle
O14602	O15235	Cytoplasm	Mitochondrion	1|1	bothSingle
P62745	Q13795	Cell membrane,Endosome,Membrane,Nucleus	Golgi apparatus	4|1	oneMulti
Q86UN2	Q96I13	Cell membrane,Cell projection,Membrane	none	3|1	oneMulti
Q9H0H3	Q9Y2M5	none	Cell projection,Cytoplasm,Golgi apparatus,Nucleus	1|4	oneMulti
Q13043	Q9H8S9	Cytoplasm,Nucleus	none	2|1	oneMulti
O94813	Q96MS0	Secreted	Membrane	1|1	bothSingle
Q15042	Q9UL26	Cytoplasm,Endoplasmic reticulum	Cell membrane,Cell projection,Cytoplasmic vesicle,Endosome,Membrane	2|5	bothMulti
P58557	Q9NTG7	Nucleus	Mitochondrion	1|1	bothSingle
Q14764	Q9NVS2	Cytoplasm,Nuclear pore complex,Nucleus	Mitochondrion	3|1	oneMulti
Q9NZL4	Q9UBS3	none	Endoplasmic reticulum	1|1	bothSingle
Q147X3	Q8IZ81	Cytoplasm,Nucleus	none	2|1	oneMulti
Q9P2Q2	Q9UIA0	Cell junction,Cytoplasm,Cytoskeleton,Tight junction	Cell membrane,Membrane	4|2	bothMulti
P20774	Q92844	Extracellular matrix,Secreted	Cytoplasm	2|1	oneMulti
Q9NRN7	Q9UDR5	Cytoplasm	Mitochondrion	1|1	bothSingle
P11172	Q8N8A6	none	Nucleus	1|1	bothSingle
A0A075B6U6	A0A087WW49	none	Immunoglobulin,Membrane	1|2	oneMulti
P19086	Q9NS28	Membrane	Cytoplasm	1|1	bothSingle
O15499	Q16134	Nucleus	Membrane,Mitochondrion,Mitochondrion inner membrane	1|3	oneMulti
P02787	Q9UP52	Secreted	Cell membrane,Cytoplasm,Membrane	1|3	oneMulti
Q7Z5L2	Q8WU17	none	Endoplasmic reticulum,Membrane	1|2	oneMulti
O15504	Q8NA72	Membrane,Nuclear pore complex,Nucleus	Cytoplasm,Cytoskeleton	3|2	bothMulti
P62820	Q92696	Cytoplasm,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane	none	5|1	oneMulti
Q56VL3	Q9Y2R0	Endosome	Membrane,Mitochondrion,Mitochondrion inner membrane	1|3	oneMulti
P01127	P16234	Secreted	Cell membrane,Cell projection,Golgi apparatus,Membrane	1|4	oneMulti
P82664	Q9UBU9	Mitochondrion	Cytoplasm,Nuclear pore complex,Nucleus	1|3	oneMulti
Q6NTE8	Q96S96	Nucleus	Secreted	1|1	bothSingle
Q99757	Q9P1F3	Mitochondrion	none	1|1	bothSingle
Q6ZW76	Q8NA19	Cell projection,Cytoplasm	Nucleus	2|1	oneMulti
Q5VZL5	Q7Z3K3	none	Chromosome,Cytoplasm,Nucleus	1|3	oneMulti
A0PK11	O00515	Cell membrane,Cell projection,Membrane	Basement membrane,Extracellular matrix,Secreted	3|3	bothMulti
Q14154	Q9BQI3	Cytoplasm,Membrane,Mitochondrion,Mitochondrion inner membrane,Mitochondrion outer membrane	none	5|1	oneMulti
Q8TD90	Q8WV22	none	Chromosome,Nucleus,Telomere	1|3	oneMulti
Q53GG5	Q9UGI9	Cytoplasm	none	1|1	bothSingle
P39748	Q15527	Mitochondrion,Nucleus	none	2|1	oneMulti
P30260	P60006	Cytoplasm,Cytoskeleton,Nucleus	none	3|1	oneMulti
Q13405	Q96EX1	Mitochondrion	Membrane	1|1	bothSingle
O00418	Q9UKB1	none	Cytoplasm,Nucleus	1|2	oneMulti
P51159	Q92696	Endosome,Lysosome,Membrane	none	3|1	oneMulti
P35232	Q4VC31	Cell membrane,Cytoplasm,Membrane,Mitochondrion,Mitochondrion inner membrane,Nucleus	none	6|1	oneMulti
Q92620	Q9UN86	Nucleus,Spliceosome	Cytoplasm	2|1	oneMulti
Q70EL1	Q8NB12	none	Cytoplasm,Nucleus	1|2	oneMulti
O95881	P10599	Endoplasmic reticulum	Cytoplasm,Nucleus,Secreted	1|3	oneMulti
Q14493	Q9UGJ0	Cytoplasm,Nucleus	none	2|1	oneMulti
A0A1W2PR64	Q8IZX4	none	Nucleus	1|1	bothSingle
B9A064	P12018	Secreted	Endoplasmic reticulum	1|1	bothSingle
P07910	Q9UHD2	Nucleus,Spliceosome	Cytoplasm	2|1	oneMulti
P00533	Q9ULV8	Cell membrane,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane,Nucleus,Secreted	none	7|1	oneMulti
O75493	Q12860	Secreted	Cell membrane,Membrane	1|2	oneMulti
Q96JS3	Q96N95	none	Cytoplasm,Nucleus	1|2	oneMulti
P25025	P80162	Cell membrane,Membrane	Secreted	2|1	oneMulti
P61960	Q96HY6	Cytoplasm,Nucleus	Endoplasmic reticulum,Membrane	2|2	bothMulti
P27986	Q9Y2H0	none	Membrane	1|1	bothSingle
Q96LR5	Q9Y4L5	none	Cytoplasm,Endoplasmic reticulum,Golgi apparatus,Nucleus	1|4	oneMulti
Q93097	Q9H237	Extracellular matrix,Secreted	Endoplasmic reticulum,Membrane	2|2	bothMulti
P29353	P56199	Cell junction,Cytoplasm,Mitochondrion	Membrane	3|1	oneMulti
Q96BZ8	Q9UGI0	none	Cytoplasm,Nucleus	1|2	oneMulti
Q86TZ1	Q8IY82	none	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Flagellum	1|5	oneMulti
Q7Z4L9	Q9C0I9	Cytoplasm,Cytoskeleton	none	2|1	oneMulti
Q9Y2X8	Q9Y4L5	none	Cytoplasm,Endoplasmic reticulum,Golgi apparatus,Nucleus	1|4	oneMulti
P55327	Q9UI47	none	Cell junction,Cytoplasm,Cytoskeleton	1|3	oneMulti
Q9UJP4	Q9ULD5	Cytoplasm,Cytoskeleton	Nucleus	2|1	oneMulti
Q6NYC1	Q99942	Cytoplasm,Nucleus	Cell membrane,Endoplasmic reticulum,Membrane,Mitochondrion	2|4	bothMulti
Q9BQ90	Q9Y2U9	Cytoplasm	Nucleus	1|1	bothSingle
P19105	Q13464	none	Cell membrane,Cell projection,Cytoplasm,Cytoskeleton,Golgi apparatus,Membrane	1|6	oneMulti
Q00978	Q16549	Cytoplasm,Nucleus	Golgi apparatus,Membrane	2|2	bothMulti
Q96CB9	Q9C0F3	Mitochondrion	Nucleus	1|1	bothSingle
P62487	Q9P1Y6	DNA-directed RNA polymerase,Nucleus	none	2|1	oneMulti
Q15648	Q8TEY7	Nucleus	Cytoplasm,Cytoskeleton,Golgi apparatus	1|3	oneMulti
P27482	Q15746	none	Cell projection,Cytoplasm,Cytoskeleton	1|3	oneMulti
P21583	Q07889	Cell membrane,Cell projection,Cytoplasm,Cytoskeleton,Membrane,Secreted	none	6|1	oneMulti
O14561	O43325	Mitochondrion	Nucleus	1|1	bothSingle
O60391	P55327	Cell membrane,Membrane,Postsynaptic cell membrane,Synapse	none	4|1	oneMulti
Q14240	Q15056	none	Cytoplasm	1|1	bothSingle
O43583	Q9BV86	none	Nucleus	1|1	bothSingle
P42224	Q6ZMJ4	Cytoplasm,Nucleus	Secreted	2|1	oneMulti
P17676	P20674	Cytoplasm,Nucleus	Membrane,Mitochondrion,Mitochondrion inner membrane	2|3	bothMulti
O60925	Q9GZS3	none	Cytoplasm,Nucleus	1|2	oneMulti
P48454	Q9NZT1	Mitochondrion	none	1|1	bothSingle
Q8N7X1	Q9NX01	none	Nucleus	1|1	bothSingle
P10586	Q8WUY9	Membrane	none	1|1	bothSingle
Q5VWN6	Q6PF18	none	Cytoplasmic vesicle	1|1	bothSingle
Q2M2W7	Q8TER0	none	Extracellular matrix,Secreted	1|2	oneMulti
Q96BU1	Q96HM7	Nucleus	none	1|1	bothSingle
Q8TAS1	Q92576	Nucleus	none	1|1	bothSingle
P04004	P08648	Secreted	Cell junction,Cell membrane,Membrane	1|3	oneMulti
P25440	Q6NUJ5	Chromosome,Nucleus	none	2|1	oneMulti
Q13472	Q9NZ71	Mitochondrion	Nucleus	1|1	bothSingle
P60709	Q15417	Cytoplasm,Cytoskeleton,Nucleus	none	3|1	oneMulti
A6NFH5	Q9BUX1	none	Cytoplasm,Golgi apparatus	1|2	oneMulti
P61586	Q9P2F6	Cell membrane,Cell projection,Cytoplasm,Cytoskeleton,Membrane,Nucleus	none	6|1	oneMulti
Q9H6Y7	Q9Y2X8	Cell membrane,Cytoplasm,Endosome,Lysosome,Membrane	none	5|1	oneMulti
Q96LK0	Q9UBK7	Cell projection,Cilium,Cytoplasm,Cytoskeleton	none	4|1	oneMulti
P15289	Q9Y3C7	Endoplasmic reticulum,Lysosome	Nucleus	2|1	oneMulti
Q7Z392	Q8WVT3	Golgi apparatus	Nucleus	1|1	bothSingle
P61513	Q71UM5	Cytoplasm	none	1|1	bothSingle
O60479	Q9HBX8	Cytoplasm,Nucleus	Cell membrane,Membrane	2|2	bothMulti
Q96DC7	Q9HCD5	Membrane	Nucleus	1|1	bothSingle
P49354	P56182	none	Nucleus	1|1	bothSingle
P86791	Q86VX9	Lysosome,Membrane	none	2|1	oneMulti
P24298	Q8TD30	Cytoplasm	none	1|1	bothSingle
Q9BYM8	Q9H0F6	none	Cytoplasm,Synapse	1|2	oneMulti
Q8NHG8	Q96LR5	Cell membrane,Cell projection,Cytoplasm,Endosome,Lysosome,Membrane,Synapse	none	7|1	oneMulti
Q03181	Q96EP0	Nucleus	Cytoplasm	1|1	bothSingle
Q5TA31	Q96DX7	Cytoplasm,Nucleus	none	2|1	oneMulti
Q96HC4	Q96ST3	Cell projection,Cytoplasm,Synapse	Nucleus	3|1	oneMulti
Q9H6Q4	Q9Y5Y2	none	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Nucleus	1|5	oneMulti
A0A1W2PRN6	Q8IZX4	none	Nucleus	1|1	bothSingle
P62837	Q8TDB6	none	Cytoplasm,Endosome,Lysosome,Membrane,Nucleus	1|5	oneMulti
P40123	Q562R1	Cell membrane,Membrane	Cytoplasm,Cytoskeleton	2|2	bothMulti
Q96BN8	Q9BTV4	Cytoplasm	Cell membrane,Endoplasmic reticulum,Membrane,Nucleus	1|4	oneMulti
P18859	P49207	CF(0),Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Endoplasmic reticulum	4|2	bothMulti
P62750	Q9Y5M8	Cytoplasm,Nucleus	Endoplasmic reticulum,Membrane	2|2	bothMulti
Q9HCF6	Q9UM19	Cell membrane,Membrane	none	2|1	oneMulti
P10911	Q7Z6B7	Cytoplasm,Membrane	none	2|1	oneMulti
Q3YBR2	Q9H324	Nucleus	Extracellular matrix,Secreted	1|2	oneMulti
Q52LA3	Q5TKA1	none	Nucleus	1|1	bothSingle
P23434	Q14749	Mitochondrion	Cytoplasm	1|1	bothSingle
O15041	O75051	Secreted	Cell membrane,Membrane	1|2	oneMulti
P42575	P55210	none	Cytoplasm,Nucleus,Secreted	1|3	oneMulti
Q01850	Q8NB25	none	Cytoplasm,Cytoskeleton	1|2	oneMulti
P67870	Q8NEV1	Nucleus	none	1|1	bothSingle
Q6P2P2	Q7L592	Cytoplasm	Mitochondrion	1|1	bothSingle
P61006	Q8IV04	Cell membrane,Cell projection,Cilium,Cytoplasm,Cytoplasmic vesicle,Cytoskeleton,Endosome,Golgi apparatus,Membrane	none	9|1	oneMulti
Q4VC05	Q8WUB8	none	Nucleus	1|1	bothSingle
P23511	Q6ZNB6	Nucleus	Membrane	1|1	bothSingle
Q02127	Q6NUM6	Membrane,Mitochondrion,Mitochondrion inner membrane	none	3|1	oneMulti
P11474	Q9Y3D7	Cytoplasm,Nucleus	Membrane,Mitochondrion,Mitochondrion inner membrane	2|3	bothMulti
O43741	P54646	none	Cytoplasm,Nucleus	1|2	oneMulti
Q6UXV0	Q99988	Cell membrane,Membrane	Secreted	2|1	oneMulti
P62873	Q5JWF2	none	Cell membrane,Membrane	1|2	oneMulti
P60842	P62851	none	Cytoplasm	1|1	bothSingle
O00501	P11686	Cell junction,Cell membrane,Membrane,Tight junction	Secreted,Surface film	4|2	bothMulti
Q96H55	Q9BUY7	Cytoplasm,Cytoskeleton,Membrane,Mitochondrion,Mitochondrion outer membrane	none	5|1	oneMulti
O95168	P78406	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Cytoskeleton,Nucleus	3|3	bothMulti
O60231	Q6DKI1	Cytoplasm,Nucleus,Spliceosome	none	3|1	oneMulti
Q17R89	Q68EM7	Cell projection,Endosome,Synapse	Cell junction,Cytoplasm,Membrane,Tight junction	3|4	bothMulti
Q8WXH2	Q9ULX3	Cell membrane,Endoplasmic reticulum,Membrane	Nucleus	3|1	oneMulti
P15923	Q16559	Nucleus	none	1|1	bothSingle
P49356	Q13627	none	Nucleus	1|1	bothSingle
P31930	Q06547	Membrane,Mitochondrion,Mitochondrion inner membrane	Nucleus	3|1	oneMulti
P05997	P08069	Extracellular matrix,Secreted	Cell membrane,Membrane	2|2	bothMulti
Q99569	Q9ULJ7	Cell junction,Cell membrane,Cytoplasm,Cytoskeleton,Membrane	Endosome	5|1	oneMulti
O14950	Q8WXR4	none	Cell projection,Cytoplasm,Cytoskeleton	1|3	oneMulti
P19404	Q8WUQ7	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Nucleus,Spliceosome	3|3	bothMulti
Q6UX04	Q9HCM4	Nucleus	Cell junction,Cell membrane,Cytoplasm,Membrane	1|4	oneMulti
Q03181	Q96K76	Nucleus	Cytoplasm	1|1	bothSingle
O14498	Q9UIW2	Secreted	Cell membrane,Membrane	1|2	oneMulti
Q00059	Q9NW13	Mitochondrion,Mitochondrion nucleoid	Nucleus,Spliceosome	2|2	bothMulti
Q13616	Q9UNN5	none	Nucleus	1|1	bothSingle
P49356	Q7Z699	none	Cell membrane,Membrane,Nucleus	1|3	oneMulti
P0C221	Q0VD83	none	Cell membrane,Chylomicron,LDL,Membrane,VLDL	1|5	oneMulti
P07333	Q9UGK3	Cell membrane,Membrane	Cytoplasm	2|1	oneMulti
P40123	P62736	Cell membrane,Membrane	Cytoplasm,Cytoskeleton	2|2	bothMulti
P36543	Q96LB4	Cell membrane,Cytoplasmic vesicle,Membrane,Synapse	none	4|1	oneMulti
P26998	Q13671	none	Cytoplasm,Cytoskeleton,Membrane	1|3	oneMulti
Q9NS69	Q9Y312	Membrane,Mitochondrion,Mitochondrion outer membrane	Spliceosome	3|1	oneMulti
O95379	P60983	Cytoplasm	none	1|1	bothSingle
O75909	Q70EL1	Nucleus	none	1|1	bothSingle
Q5T754	Q9BYE4	none	Cytoplasm	1|1	bothSingle
Q7Z5G4	Q92979	Golgi apparatus,Membrane	Nucleus	2|1	oneMulti
P51116	Q9UIC8	Cytoplasm,Synapse	none	2|1	oneMulti
Q9H000	Q9Y2X8	Cytoplasm,Nucleus	none	2|1	oneMulti
P51784	Q9NRX2	Chromosome,Cytoplasm,Nucleus	Mitochondrion	3|1	oneMulti
P14778	Q99836	Cell membrane,Membrane,Secreted	Cytoplasm,Nucleus	3|2	bothMulti
Q86WC6	Q8NB12	none	Cytoplasm,Nucleus	1|2	oneMulti
O15212	Q99470	none	Secreted	1|1	bothSingle
A6NKH3	P62888	none	Cytoplasm	1|1	bothSingle
A6NFF2	Q15287	none	Cytoplasm,Nucleus	1|2	oneMulti
Q9BYZ6	Q9NRY4	none	Cell membrane,Cell projection,Cytoplasm,Cytoskeleton,Membrane,Nucleus	1|6	oneMulti
Q13045	Q7Z6B7	Cell junction,Cytoplasm,Cytoskeleton,Nucleus	none	4|1	oneMulti
P60468	Q8TEY7	Endoplasmic reticulum,Membrane	Cytoplasm,Cytoskeleton,Golgi apparatus	2|3	bothMulti
P51957	Q9BS34	Cell projection,Cytoplasm	Nucleus	2|1	oneMulti
O43745	P48454	Cell membrane,Cytoplasm,Membrane,Nucleus	Mitochondrion	4|1	oneMulti
Q08722	Q9H106	Cell membrane,Membrane	Secreted	2|1	oneMulti
Q16584	Q5TCX8	Cytoplasm,Cytoskeleton	none	2|1	oneMulti
O15211	P11234	none	Cell membrane,Membrane	1|2	oneMulti
Q86VI3	Q96A58	none	Cytoplasm	1|1	bothSingle
P16389	P82675	Cell junction,Cell membrane,Cell projection,Endoplasmic reticulum,Membrane,Synapse,Synaptosome	Mitochondrion	7|1	oneMulti
P62244	Q9UII2	Cytoplasm,Nucleus	Mitochondrion	2|1	oneMulti
O15492	P19087	Membrane	Cell projection	1|1	bothSingle
Q6W2J9	Q8IUR5	Nucleus	Endoplasmic reticulum,Membrane	1|2	oneMulti
A0A1W2PPH5	Q15543	none	Nucleus	1|1	bothSingle
O95164	P48539	Cell membrane,Membrane	none	2|1	oneMulti
O60496	Q99704	none	Cytoplasm,Nucleus	1|2	oneMulti
P78563	Q8TCS8	Nucleus	Cytoplasm,Membrane,Mitochondrion	1|3	oneMulti
A0A1W2PP81	P21675	none	Nucleus	1|1	bothSingle
P81133	Q8TAM2	Nucleus	Cell membrane,Cell projection,Cilium,Cytoplasm,Cytoskeleton,Membrane	1|6	oneMulti
P61968	Q86U70	none	Nucleus	1|1	bothSingle
P61077	Q96GG9	Cell membrane,Endosome,Membrane	Cytoplasm,Nucleus	3|2	bothMulti
Q9H1R3	Q9NZT1	Cytoplasm	none	1|1	bothSingle
A8MV81	P02654	Membrane	Secreted,VLDL	1|2	oneMulti
Q9HC52	Q9UJX2	Nucleus	none	1|1	bothSingle
O43364	O75093	Nucleus	Secreted	1|1	bothSingle
Q6TFL4	Q9P2N7	Cell junction,Cell projection,Cytoplasm	none	3|1	oneMulti
P62837	Q96K19	none	Endoplasmic reticulum,Membrane	1|2	oneMulti
Q05C16	Q86VI1	none	Cytoplasmic vesicle	1|1	bothSingle
P61077	Q13191	Cell membrane,Endosome,Membrane	Cytoplasm	3|1	oneMulti
Q6UXX9	Q9HBX8	Secreted	Cell membrane,Membrane	1|2	oneMulti
Q16514	Q9HCK1	Nucleus	none	1|1	bothSingle
P49756	Q9NQ29	Cytoplasm,Nucleus	none	2|1	oneMulti
Q9NZQ3	Q9Y566	Nucleus	Cytoplasm,Synapse	1|2	oneMulti
Q9UBK2	Q9Y6E7	Cytoplasm,Nucleus	Mitochondrion	2|1	oneMulti
O15355	Q15118	Cytoplasm,Membrane	Mitochondrion	2|1	oneMulti
P02452	P50454	Extracellular matrix,Secreted	Endoplasmic reticulum	2|1	oneMulti
A0A087WSX0	A0A0A0MT82	Cell membrane,Immunoglobulin,Membrane,Secreted	none	4|1	oneMulti
P0CAP2	Q15404	DNA-directed RNA polymerase,Nucleus	none	2|1	oneMulti
P62277	Q8N9T8	Cytoplasm,Nucleus	none	2|1	oneMulti
P01100	P01303	Cytoplasm,Endoplasmic reticulum,Nucleus	Cytoplasmic vesicle,Secreted	3|2	bothMulti
P09471	P49798	Cell membrane,Membrane	none	2|1	oneMulti
P43366	Q9NXX6	none	Chromosome,Nucleus,Telomere	1|3	oneMulti
Q6RFH5	Q8IV13	Nucleus	none	1|1	bothSingle
P22612	Q9NQZ2	none	Nucleus	1|1	bothSingle
Q15843	Q96LD8	Nucleus	none	1|1	bothSingle
Q6EEV6	Q8N2W9	none	Nucleus	1|1	bothSingle
O15539	O95837	Cytoplasm,Membrane	none	2|1	oneMulti
Q6NVY1	Q96S96	Mitochondrion	Secreted	1|1	bothSingle
Q12972	Q7Z4R8	Cytoplasm,Nucleus,Spliceosome	Secreted	3|1	oneMulti
Q5TYX0	Q86YC2	none	Nucleus	1|1	bothSingle
O15085	Q9BYZ6	Cytoplasm,Membrane	none	2|1	oneMulti
Q13007	Q6UXL0	Secreted	Membrane	1|1	bothSingle
Q6UXL0	Q9UHD0	Membrane	Secreted	1|1	bothSingle
P02654	Q96E29	Secreted,VLDL	Mitochondrion	2|1	oneMulti
P78426	Q8NEE6	Nucleus	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Flagellum	1|5	oneMulti
Q9NZL9	Q9Y6N5	none	Mitochondrion	1|1	bothSingle
Q86XD8	Q8N427	none	Cytoplasm	1|1	bothSingle
Q8WVL7	Q9NRN7	Nucleus	Cytoplasm	1|1	bothSingle
O75394	P84098	Mitochondrion	Cytoplasm	1|1	bothSingle
P99999	Q7L014	Mitochondrion	Nucleus,Spliceosome	1|2	oneMulti
Q5JVF3	Q96PV6	Cytoplasm,Nuclear pore complex,Nucleus	none	3|1	oneMulti
O94985	Q9NSK0	Cell membrane,Cell projection,Endoplasmic reticulum,Golgi apparatus,Membrane,Nucleus,Postsynaptic cell membrane,Synapse	Cytoplasm,Cytoskeleton,Microtubule	8|3	bothMulti
P60981	Q96HY6	none	Endoplasmic reticulum,Membrane	1|2	oneMulti
P13500	P51677	Secreted	Cell membrane,Membrane	1|2	oneMulti
P37840	Q9NZT1	Amyloid,Cell projection,Cytoplasm,Membrane,Nucleus,Secreted,Synapse	none	7|1	oneMulti
Q9NR77	Q9NX40	Membrane,Peroxisome	Endosome	2|1	oneMulti
P25786	Q7Z406	Cytoplasm,Nucleus,Proteasome	none	3|1	oneMulti
Q5W041	Q8TBZ2	none	Cytoplasm,Membrane	1|2	oneMulti
P08861	P10646	none	Endoplasmic reticulum,Membrane,Microsome,Secreted	1|4	oneMulti
P00533	P41252	Cell membrane,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane,Nucleus,Secreted	Cytoplasm	7|1	oneMulti
P18031	Q8N4C6	Endoplasmic reticulum,Membrane	Cytoplasm,Cytoskeleton,Microtubule	2|3	bothMulti
Q8IUR5	Q8N7H5	Endoplasmic reticulum,Membrane	Nucleus	2|1	oneMulti
Q8NHG8	Q96B02	Cell membrane,Cell projection,Cytoplasm,Endosome,Lysosome,Membrane,Synapse	Nucleus	7|1	oneMulti
Q00978	Q9H4A5	Cytoplasm,Nucleus	Golgi apparatus,Membrane	2|2	bothMulti
Q15369	Q9H765	Nucleus	Cytoplasm	1|1	bothSingle
O60784	Q9NWM3	Cytoplasm,Endosome,Membrane	none	3|1	oneMulti
Q96T52	Q9NWS0	Membrane,Mitochondrion,Mitochondrion inner membrane	Nucleus	3|1	oneMulti
P04181	Q9H3Z4	Mitochondrion	Cell membrane,Cytoplasm,Cytoplasmic vesicle,Membrane	1|4	oneMulti
O94813	P54756	Secreted	Cell membrane,Cell projection,Membrane	1|3	oneMulti
Q8N8D1	Q99689	Nucleus	Cell membrane,Cytoplasm,Cytoskeleton,Membrane,Microtubule	1|5	oneMulti
P15514	P26447	Membrane	Cytoplasm,Nucleus,Secreted	1|3	oneMulti
A8MXT2	Q9NXX6	none	Chromosome,Nucleus,Telomere	1|3	oneMulti
O43933	P49917	Cytoplasm,Membrane,Peroxisome	Nucleus	3|1	oneMulti
Q9HA65	Q9Y3D6	Cytoplasm,Cytoplasmic vesicle,Endosome	Membrane,Mitochondrion,Mitochondrion outer membrane,Peroxisome	3|4	bothMulti
Q96B02	Q9NX47	Nucleus	Endoplasmic reticulum,Membrane,Mitochondrion,Mitochondrion outer membrane	1|4	oneMulti
Q9BVS5	Q9UJA5	Mitochondrion	Nucleus	1|1	bothSingle
P86791	Q7L1V2	Lysosome,Membrane	none	2|1	oneMulti
O75880	Q4VC31	Membrane,Mitochondrion,Mitochondrion inner membrane	none	3|1	oneMulti
P84095	Q13795	Cell membrane,Membrane	Golgi apparatus	2|1	oneMulti
P15170	P62495	none	Cytoplasm	1|1	bothSingle
Q16799	Q9Y5B9	Endoplasmic reticulum,Golgi apparatus,Membrane	Chromosome,Nucleus	3|2	bothMulti
P05413	P08590	Cytoplasm	none	1|1	bothSingle
A8MTJ3	P16520	Cytoplasm	none	1|1	bothSingle
Q5VZL5	Q96JM3	none	Centromere,Chromosome,Cytoplasm,Cytoskeleton,Kinetochore,Nucleus	1|6	oneMulti
O43301	Q92673	Cytoplasm,Nucleus	Cell membrane,Cytoplasmic vesicle,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane,Secreted	2|7	bothMulti
Q6YFQ2	Q9NRX3	Membrane,Mitochondrion,Mitochondrion inner membrane	none	3|1	oneMulti
P43487	P62826	none	Cytoplasm,Nucleus	1|2	oneMulti
Q5BKU9	Q5T440	none	Mitochondrion	1|1	bothSingle
P61968	Q96A47	none	Nucleus	1|1	bothSingle
Q96IP4	Q9Y6J0	Cytoplasm	Nucleus	1|1	bothSingle
Q7Z2Z1	Q96DY7	Nucleus	none	1|1	bothSingle
P09936	Q96RQ3	Cytoplasm,Endoplasmic reticulum,Membrane	Mitochondrion	3|1	oneMulti
Q96KV7	Q9C0F0	Cytoplasm,Cytoskeleton	Nucleus	2|1	oneMulti
Q7Z4G4	Q9UI30	none	Cytoplasm,Nucleus	1|2	oneMulti
O43164	Q9H8S9	Cell membrane,Cytoplasm,Cytoskeleton,Endoplasmic reticulum,Golgi apparatus,Membrane,Synapse	none	7|1	oneMulti
P61077	Q06587	Cell membrane,Endosome,Membrane	Nucleus	3|1	oneMulti
A0A1W2PQ09	P21675	none	Nucleus	1|1	bothSingle
Q8NB15	Q96DC7	Nucleus	Membrane	1|1	bothSingle
O60291	P62837	Cell membrane,Cytoplasm,Endosome,Membrane,Nucleus	none	5|1	oneMulti
O95670	Q96A05	Cytoplasmic vesicle,Membrane	none	2|1	oneMulti
P28074	Q2MJR0	Cytoplasm,Nucleus,Proteasome	Cell membrane,Membrane	3|2	bothMulti
A8MXV4	Q01469	Peroxisome	Cytoplasm,Nucleus,Secreted,Synapse	1|4	oneMulti
O43504	Q9UHA4	Cytoplasm,Lysosome	Endosome,Membrane	2|2	bothMulti
Q8NCN2	Q9UJP4	Nucleus	Cytoplasm,Cytoskeleton	1|2	oneMulti
P43360	Q96FG2	none	Cell projection,Cilium,Cytoplasm,Cytoskeleton	1|4	oneMulti
O76074	Q9HCR9	none	Cytoplasm	1|1	bothSingle
A6NKN8	Q8TD86	none	Cytoplasm,Nucleus	1|2	oneMulti
Q9BT73	Q9NWT8	none	Mitochondrion,Nucleus	1|2	oneMulti
A6NM36	O94910	none	Cell membrane,Cell projection,Membrane,Synapse,Synaptosome	1|5	oneMulti
Q96DU9	Q9ULR5	Cytoplasm,Mitochondrion	none	2|1	oneMulti
P06493	P61024	Cytoplasm,Cytoskeleton,Mitochondrion,Nucleus	none	4|1	oneMulti
P0CG08	Q5HYI8	Golgi apparatus,Membrane	none	2|1	oneMulti
P11274	P49917	Cell projection,Synapse	Nucleus	2|1	oneMulti
Q6ZU65	Q9Y6J0	none	Nucleus	1|1	bothSingle
Q8IZU9	Q9Y6X6	Cell membrane,Membrane,Secreted	Cytoplasm	3|1	oneMulti
Q5VT52	Q96AX1	none	Cytoplasmic vesicle,Endosome,Lysosome,Membrane	1|4	oneMulti
P01579	P38484	Secreted	Cell membrane,Cytoplasm,Cytoplasmic vesicle,Endoplasmic reticulum,Golgi apparatus,Membrane	1|6	oneMulti
Q15042	Q3T906	Cytoplasm,Endoplasmic reticulum	Golgi apparatus,Membrane	2|2	bothMulti
O95837	Q15147	none	Cell membrane,Membrane	1|2	oneMulti
O75531	Q68G75	Chromosome,Cytoplasm,Nucleus	Membrane	3|1	oneMulti
